group,kind,path,exists,size_or_files,why_as_recorded,generator,contract_tests,cited_by
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_VARIABLE_INFLUENCE.md,YES,29589,**생성 문서 — 손으로 고치지 않는다.** `python tools/go2_variable_influence.py`가 `_keep` 원시 기록에서 만든다.,go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_seed_sensitivity.py;go2_tuning_base_data.py;go2_,test_go2_claim_check_contract.py;test_go2_variable_influence_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py;go2
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_SEED_SENSITIVITY.md,YES,8961,**생성 문서 — 손으로 고치지 않는다.** `python -B tools/go2_seed_sensitivity.py`가 만든다.,go2_claim_check.py;go2_open_decisions.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_role_situation_exam.py;go2,test_go2_claim_check_contract.py;test_go2_policy_text_contract.py,GO2_NOW.md;GO2_OPEN_DECISIONS.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_SITUATION_EXAM.md;GO2_TUNING_POLICY_READOUT_20260
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md,YES,33692,"상태: **분석 전용. 서버 실행·학습·reward 변경 없음.** 사용자 요청 ""리워드 점수, 학습 결과, 보고서, 기반 문서로 계단을 유추하고, 추측이 틀린 이유를 분석하라 — 실패가 어떤 동작을 유도했는지 찾아라"".",go2_claim_check.py;go2_fact_rules.py;go2_fact_rules_spec.py;go2_reference_compass.py;go2_tuning_base_data.py,test_go2_claim_check_contract.py;test_go2_stairs_behavior_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_claim_check.py;go2_fact_rules.py;go2_fact_rules_spec.py;go2_reference_compass.py;go2_tuning_base_dat
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_G_A038_READOUT.md,YES,7266,"회차: G-A033 + `ang_vel_xy_l2` `-0.05` → `-0.08` 하나만, 학습 seed `42`, `4096` env, `1000` iter, 평가 iter `900`.",go2_claim_check.py;go2_climb_count.py;go2_fact_rules.py;go2_fact_rules_spec.py;go2_g_a038_readout.py;go2_reference_compa,test_go2_claim_check_contract.py;test_go2_detectability_gate.py;test_go2_g_a038_readout_contract.py,GO2_A038_REREAD_20260919.md;GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_REGRESS
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_RUN_SYNTHESIS_20260916.md,YES,19964,작성 2026-09-16. 입력은 `workspace/_keep` 산출물뿐이다. 기존 판정·기존 문서의 숫자는 입력으로 쓰지 않았다.,build_go2_run_reports.py;go2_claim_check.py;go2_reference_compass.py;go2_table_audit.py,test_go2_claim_check_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;INDEX.md;build_go2_run_reports.py;go2_claim_check.py;go2_reference_compass.py;go2_table_audit.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A010_lin_vel_z_m2.json,YES,2325,lin_vel_z_l2 -3.0->-2.0,,,ARTIFACT_MANAGEMENT.md;GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;NEW_SESSION_HANDOFF.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A013_flat_orientation_m1.json,YES,2292,flat_orientation_l2 0.0->-1.0,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A015_pilot_feet_air_time_035.json,YES,2579,feet_air_time 0.2->0.35,,test_go2_tuning_engine_contract.py,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A016_pilot_ang_vel_xy_m015.json,YES,2633,ang_vel_xy_l2 -0.05->-0.15,,test_go2_tuning_engine_contract.py,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A017_pilot_track_lin_vel_xy_140.json,YES,3066,track_lin_vel_xy_exp 1.2->1.4,,test_go2_a017_full_suite_contract.py,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REAUDIT_PROMPT_ENGINE_151_260908.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A018_pilot_action_rate_m008.json,YES,3088,action_rate_l2 -0.01->-0.008,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A019_pilot_track_lin_vel_xy_130.json,YES,3329,track_lin_vel_xy_exp 1.2->1.3,,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A020_chain01_lin_vel_z_m2.json,YES,3243,lin_vel_z_l2 -3.0->-2.0,,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A021_chain01_ang_vel_xy_m005.json,YES,2970,ang_vel_xy_l2 -0.08->-0.05,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A022_chain01_feet_air_time_020.json,YES,3055,feet_air_time 0.01->0.20,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A024_ang_vel_xy_m015.json,YES,2583,ang_vel_xy_l2 -0.08->-0.15,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_REFERENCE_COMPASS.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A025_flat_orientation_m1.json,YES,2531,flat_orientation_l2 0.0->-1.0,,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_REFERENCE_COMPASS.md;SERVER_SESSION_RUNBOOK.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A027_a017_full_suite.json,YES,2560,track_lin_vel_xy_exp 1.2->1.4,,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A030_a017_flat_orientation_m1.json,YES,3464,flat_orientation_l2 0.0->-1.0,build_go2_g_a030_package.py;verify_go2_g_a030_harvest.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_g_a030_package.py;verify_go2_g_a030_harvest.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A031_a017_feet_air_time_001.json,YES,6569,feet_air_time 0.2->0.01,build_go2_candidate_package.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_candidate_package.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A032_a017_feet_air_time_010.json,YES,6593,feet_air_time 0.2->0.1,build_go2_candidate_package.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_candidate_package.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A033_a017_track_lin_vel_xy_150.json,YES,7537,track_lin_vel_xy_exp 1.4->1.5,build_go2_candidate_package.py;build_go2_training_length_package.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_candidate_package.py;build_go2_training_length_package.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A035_a033_iter1500.json,YES,17106,max_iterations 1000->1500 [HOLD_UNSUPPORTED],build_go2_training_length_package.py;go2_fact_rules_spec.py,test_go2_fact_rules_contract.py;test_go2_run_ledger_contract.py,GO2_REFERENCE_COMPASS.md;build_go2_training_length_package.py;go2_fact_rules_spec.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A037_a033_lin_vel_z_m1.json,YES,20707,lin_vel_z_l2 -2.0->-1.0 [HOLD_CONTRADICTED],build_go2_a033_reward_package.py;go2_fact_rules_spec.py,test_go2_fact_rules_contract.py;test_go2_reward_mechanism_contract.py;test_go2_tuning_base_data_contract.py,GO2_NOW.md;GO2_REFERENCE_COMPASS.md;build_go2_a033_reward_package.py;go2_fact_rules_spec.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A038_a033_ang_vel_xy_m008.json,YES,16233,ang_vel_xy_l2 -0.05->-0.08,build_go2_a033_reward_package.py;go2_fact_rules_spec.py,test_go2_fact_rules_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_a033_reward_package.py;go2_fact_rules_spec.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A039_a033_dof_acc_m125e7.json,YES,30565,dof_acc_l2 -2.5e-07->-1.25e-07 [HOLD_CONTRADICTED],build_go2_a033_reward_package.py;go2_open_decisions.py;go2_role_regression.py;go2_role_situation_exam.py,,GO2_NOW.md;GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;GO2_ROLE_SITUATION_EXAM.md;build_go2_a033_reward_package.py;go2_open_decisions.py;go2_role_regression.py;go2_role_situation_exam.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A040_a033_flat_orientation_m05.json,YES,43139,flat_orientation_l2 0.0->-0.5 [INFORMATION_RUN],build_go2_a033_reward_package.py;go2_defect_ledger.py,test_go2_stationary_guard_contract.py,GO2_DEFECT_LEDGER.md;GO2_REFERENCE_COMPASS.md;build_go2_a033_reward_package.py;go2_defect_ledger.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A041_a033_ang_vel_xy_m004.json,YES,51589,ang_vel_xy_l2 -0.05->-0.04 [INFORMATION_RUN],build_go2_a033_reward_package.py;go2_defect_ledger.py,test_go2_ang_vel_relax_audit_contract.py,GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_DEFECT_LEDGER.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_a033_reward_package.py;go2_defect_ledger.py
회차 사양,사양,workspace/training/quadruped/config/experiments/G_A042_a033_track_lin_vel_xy_160.json,YES,55040,track_lin_vel_xy_exp 1.5->1.6 [INFORMATION_RUN],build_go2_a033_reward_package.py,,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_a033_reward_package.py
판정·제작 코드,코드,tools/go2_target_gate.py,YES,17985,Server-side target-stage gate for the basic-motion pair (G-A031 / G-A032).,build_go2_basic_motion_pair.py;build_go2_campaign_package.py;build_go2_training_length_campaign.py;go2_defect_ledger.py;,test_go2_a033_reward_campaign_contract.py;test_go2_basic_motion_pair_contract.py;test_go2_campaign_contract.py;test_go2_fact_rules_contract.py;test_go2_training,GO2_DEFECT_LEDGER.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_basic_motion_pair.py;build_go2_campaign_package.py;build_go2_training_length_campaign.py;go2-auditor.md;go2-planner.md;go2_
판정·제작 코드,코드,tools/go2_fact_rules.py,YES,5791,Go2 사실 기반 판정 규칙 `fact_rules_v1` — 서버 게이트와 로컬 검증기가 함께 쓴다 (표준 라이브러리만).,build_go2_basic_motion_pair.py;go2_defect_ledger.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_target_gate.py;,test_go2_basic_motion_pair_contract.py;test_go2_campaign_contract.py;test_go2_fact_rules_contract.py;test_go2_policy_text_contract.py,AGENTS.md;GO2_DEFECT_LEDGER.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;build_go
판정·제작 코드,코드,tools/go2_climb_count.py,YES,3806,"Go2 계단 오른 로봇 수 — 평가 `steps.csv`에서만 센다 (표준 라이브러리만, 서버 게이트에 실린다).",build_go2_basic_motion_pair.py;go2_a038_reread.py;go2_fact_rules_spec.py;go2_reference_compass.py;go2_stairs_behavior.py,test_go2_canonical_consistency.py;test_go2_policy_text_contract.py,GO2_A038_REREAD_20260919.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;README.md;build_go2_basic_motion_pair.py;go2-analyst.md;go2-auditor.md;go2_a038_reread.py;go2_fact_rules_spec.py;go
판정·제작 코드,코드,tools/go2_run_ledger.py,YES,16203,Go2 회차 원장 — `workspace/_keep` 산출물만 읽어서 회차 기록을 복원한다.,build_go2_reeval_package.py;build_go2_run_reports.py;go2_reference_compass.py,,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_RUN_SYNTHESIS_20260916.md;build_go2_reeval_package.py;build_go2_run_reports.py;go2_reference_compass.py
판정·제작 코드,코드,tools/go2_reward_mechanism.py,YES,66796,Go2 보상 기전 예측 — 원문 식(역할) × 학습 로그로 걷기/멈춤과 변수 변경 결과를 유추한다.,go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py,test_go2_reward_mechanism_contract.py,GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_REWARD_MECHANISM_FORECAST.md;go2_claim_check.py;go2_reference_compass.py
판정·제작 코드,코드,tools/go2_tuning_base_data.py,YES,58782,Go2 튜닝 기반 데이터 — 튜닝값은 이 표에서 도출한다.,build_go2_training_length_campaign.py;go2_claim_check.py;go2_reference_compass.py;go2_tuning_base_data.py,test_go2_tuning_base_data_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;build_go2_training_length_campaign.py;go2_claim_check.py;go2_reference_compass.py
판정·제작 코드,코드,tools/go2_curriculum_facts.py,YES,8411,지형 커리큘럼 사실표 — Isaac Lab v2.3.1 원문과 우리 학습 env.yaml 에서만 만든다.,go2_curriculum_facts.py;go2_reference_compass.py,,GO2_NOW.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;go2_reference_compass.py
판정·제작 코드,코드,tools/verify_go2_basic_motion_harvest.py,YES,18959,"Verify a recovered basic-motion harvest (G-A031 / G-A032), then apply the pre-registered reading.",build_go2_basic_motion_pair.py;build_go2_campaign_package.py;build_go2_candidate_package.py;build_go2_training_length_ca,test_go2_stationary_guard_contract.py,ARTIFACT_MANAGEMENT.md;GO2_DEFECT_LEDGER.md;GO2_G_A041_READOUT.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_basic_motion_pair.py;build_go2_campaign_package.py;build_go2_candidate_package
판정·제작 코드,코드,tools/verify_go2_g_a030_harvest.py,YES,18723,"Verify a recovered G-A030 harvest, then apply the pre-registered reading.",build_go2_g_a030_package.py;go2_reference_compass.py;verify_go2_g_a030_harvest.py,,ARTIFACT_MANAGEMENT.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_g_a030_package.py;go2_reference_compass.py
판정·제작 코드,코드,tools/build_go2_a033_reward_package.py,YES,26323,Build (and optionally publish) a one-reward-change arm package on the frozen baseline G-A033.,build_go2_a033_reward_package.py;build_go2_training_length_campaign.py;go2_defect_ledger.py;go2_open_decisions.py;go2_re,,GO2_DEFECT_LEDGER.md;GO2_NOW.md;GO2_OPEN_DECISIONS.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_training_length_campaign.py;go2_defect_ledger.py;go2_open_decisions.py;go2_reference_compa
판정·제작 코드,코드,tools/build_go2_training_length_campaign.py,YES,51116,Build (and optionally publish) the one-command campaign package for a training-length arm (G-A035).,build_go2_training_length_campaign.py;build_go2_training_length_package.py;go2_defect_ledger.py;go2_reference_compass.py,,GO2_DEFECT_LEDGER.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;build_go2_training_length_package.py;go2_defect_ledger.py;go2_reference_compass.py
역할 정의,규칙,.claude/agents/go2-analyst.md,YES,9128,name: go2-analyst,go2_open_decisions.py,test_go2_detectability_gate.py,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2_open_decisions.py
역할 정의,규칙,.claude/agents/go2-auditor.md,YES,14060,name: go2-auditor,go2_defect_ledger.py;go2_open_decisions.py,test_go2_defect_ledger_contract.py;test_go2_reference_compass_contract.py,GO2_DEFECT_LEDGER.md;GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2-planner.md;go2_defect_ledger.py;go2_open_decisions.py
역할 정의,규칙,.claude/agents/go2-evidence-manager.md,YES,1177,name: go2-evidence-manager,,test_go2_evidence_role_contract.py,GO2_CAMPAIGN_SCHEDULE.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2-analyst.md;go2-auditor.md;go2-planner.md
역할 정의,규칙,.claude/agents/go2-planner.md,YES,8682,name: go2-planner,go2_open_decisions.py,test_go2_detectability_gate.py,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py
역할 정의,규칙,.codex/agents/go2-campaign-manager.md,YES,9983,공통 계약: `workspace/training/quadruped/GO2_EVIDENCE_HANDOFF.md`.,go2_open_decisions.py;validate_go2_campaign.py,test_go2_reward_mechanism_contract.py,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;GO2_TUNING_CAMPAIGN_AUDIT_20260914.md;go2_open_decisions.py;validate_go2_campaign.py
역할 정의,규칙,.codex/agents/go2-evaluation-auditor.md,YES,10411,공통 계약: `workspace/training/quadruped/GO2_EVIDENCE_HANDOFF.md`.,go2_open_decisions.py;validate_go2_campaign.py,,GO2_INDEPENDENT_AUDIT_CODEX_260907.md;GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py;validate_go2_campaign.py
역할 정의,규칙,.codex/agents/go2-evidence-manager.md,YES,2844,너는 결론을 방어하는 변호사가 아니라 사실과 학습 문서의 출처를 보존하는 근거 검증 책임자다.,,test_go2_evidence_role_contract.py,GO2_CAMPAIGN_SCHEDULE.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2-analyst.md;go2-auditor.md;go2-planner.md
역할 정의,규칙,.codex/agents/go2-report-writer.md,YES,10063,공통 계약: `workspace/training/quadruped/GO2_EVIDENCE_HANDOFF.md`.,go2_open_decisions.py;validate_go2_campaign.py,,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py;validate_go2_campaign.py
역할 정의,규칙,.codex/agents/go2-test-planner.md,YES,12283,공통 계약: `workspace/training/quadruped/GO2_EVIDENCE_HANDOFF.md`.,go2_open_decisions.py;validate_go2_campaign.py,test_go2_canonical_consistency.py;test_go2_reward_mechanism_contract.py,GO2_G_A029_TUNING_AUDIT_20260914.md;GO2_OPEN_DECISIONS.md;GO2_POST_A029_PLAN_POLICY_AUDIT_20260914.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py;validate_go2_campaign.py
